Day,No,Word,Meaning,Target_Score,Priority,Source_Type
1,77,job seeker,구직자,800,3,Intermediate_800
1,78,lay out,"펼치다, 늘어놓다",800,3,Intermediate_800
1,79,letter of recommendation,추천서,800,3,Intermediate_800
1,80,pay raise,임금 인상,800,3,Intermediate_800
1,81,practical experience,실무 경험,800,3,Intermediate_800
1,82,proof of employment,재직 증명서,800,3,Intermediate_800
1,83,reapply,재신청하다,800,3,Intermediate_800
1,84,recommendation letter,추천서,800,3,Intermediate_800
1,85,reference letter,추천서,800,3,Intermediate_800
1,86,send off to,~로 보내다,800,3,Intermediate_800
1,87,set up an interview,면접 약속을 잡다,800,3,Intermediate_800
1,88,take an examination,시험을 치르다,800,3,Intermediate_800
1,89,training center,훈련소,800,3,Intermediate_800
1,90,waiting room,대기실,800,3,Intermediate_800
1,91,well-educated,"잘 교육된, 교양 있는",800,3,Intermediate_800
1,92,workstation,"작업대, (사무실의)자리",800,3,Intermediate_800
1,93,zealous,"열심인, 열광적인",800,3,Intermediate_800
1,94,cover letter,자기소개서,800,3,Intermediate_800
1,95,devoted,헌신적인,800,3,Intermediate_800
1,96,energetic,활동적인,800,3,Intermediate_800
1,97,enthusiastic,열렬한,800,3,Intermediate_800
1,98,excel,"(남을)능가하다, ~보다 낫다",800,3,Intermediate_800
1,99,exclude,"제외하다, 배제하다",800,3,Intermediate_800
1,100,fluently,유창하게,800,3,Intermediate_800
1,101,get through,"(시험 등에) 합격하다, 통과하다",800,3,Intermediate_800
1,102,match,"~에 어울리다, 조화되다",800,3,Intermediate_800
1,103,necessity,필요,800,3,Intermediate_800
1,104,qualification,"자격, 자격증",800,3,Intermediate_800
1,105,relevant,관련된,800,3,Intermediate_800
1,106,sign up for,"~에 등록하다, 신청하다",800,3,Intermediate_800
1,107,talented,"유능한, 재능이 있는",800,3,Intermediate_800
1,108,visiting,"방문, 객원의, 방문하는",800,3,Intermediate_800
1,109,workforce,"노동 인구, 직원 수",800,3,Intermediate_800
1,110,address the audience,청중에게 연설하다,800,3,Intermediate_800
1,111,be influenced by appearance,겉모습에 영향을 받다,800,3,Intermediate_800
1,112,bilingual,2개 국어를 구사하는,800,3,Intermediate_800
1,113,curriculum vitae,이력서,800,3,Intermediate_800
1,114,diploma,졸업 증서,800,3,Intermediate_800
1,115,endurance,인내력,800,3,Intermediate_800
1,116,fluency,유창함,800,3,Intermediate_800
1,117,fluent in,~에 능숙한,800,3,Intermediate_800
1,118,go with,(계획·제의 등을)받아들이다,800,3,Intermediate_800
1,119,human resources,"인적 자원, 인사 관리",800,3,Intermediate_800
1,120,improperly,부적절하게,800,3,Intermediate_800
1,121,in a positive manner,긍정적으로,800,3,Intermediate_800
1,122,in the field of,~의 분야에서,800,3,Intermediate_800
1,123,inexperience,"무경험, 미숙",800,3,Intermediate_800
1,124,lack confidence,자신감이 결여되다,800,3,Intermediate_800
1,125,make A a regular habit,A하는 습관을 들이다,800,3,Intermediate_800
1,126,make a commitment to,"~에 헌신하다, 전념하다",800,3,Intermediate_800
1,127,make a point of -ing,반드시 -하다,800,3,Intermediate_800
1,128,manpower,인력,800,3,Intermediate_800
1,129,master's degree,석사 학위,800,3,Intermediate_800
1,130,novice,"풋내기, 무경험자",800,3,Intermediate_800
1,131,paycheck,"급료, 급료 지불 수표",800,3,Intermediate_800
1,132,self-motivation,자기 동기부여,800,3,Intermediate_800
1,133,send a notification,통지서를 보내다,800,3,Intermediate_800
1,134,vacancy,"공석, 결원",800,3,Intermediate_800
1,135,wanted,"~을 구하는, ~을 모집하는",800,3,Intermediate_800
1,136,work history,"이력, 경력",800,3,Intermediate_800
1,137,credential,"신임장, 자격 증명서",900,4,Advanced_900
1,138,firsthand,직접적인,900,4,Advanced_900
1,139,hiring committee,고용 위원회,900,4,Advanced_900
1,140,not to mention,~은 말할 것도 없고,900,4,Advanced_900
1,141,on occasion,때때로,900,4,Advanced_900
1,142,overqualified,필요이상으로 교육을 받은,900,4,Advanced_900
1,143,screening,"심사, 선발",900,4,Advanced_900
1,144,lag,"뒤처지다, 뒤떨어지다",900,4,Advanced_900
1,145,on the waiting list,대기자 명단에,900,4,Advanced_900
1,146,oriented,~을 지향하는,900,4,Advanced_900
1,147,pertaining to,~에 관계된,900,4,Advanced_900
1,148,questionably,의심스럽게,900,4,Advanced_900
1,149,regularity,정기적임,900,4,Advanced_900
1,150,replenish,"다시 채우다, 보충하다",900,4,Advanced_900
1,151,simplicity,간단함,900,4,Advanced_900
1,152,stellar,"뛰어난, 별의",900,4,Advanced_900
1,153,versatile,다재다능한,900,4,Advanced_900
1,154,adept,능숙한,900,4,Advanced_900
1,155,against all odds,모든 역경을 딛고,900,4,Advanced_900
1,156,command,"(언어)구사력, 명령, 지배력",900,4,Advanced_900
1,157,commensurate,"비례한, 액수가 상응하는",900,4,Advanced_900
1,158,computer literate,컴퓨터 사용 기술을 가진,900,4,Advanced_900
1,159,eagerness,열의,900,4,Advanced_900
1,160,familiarize oneself with,"~에 정통하다, 익숙하다",900,4,Advanced_900
1,161,increment,"증가, 인상",900,4,Advanced_900
1,162,interpersonal skills,대인관계능력,900,4,Advanced_900
1,163,mindful,유념하는,900,4,Advanced_900
1,164,preeminent,"우수한, 탁월한",900,4,Advanced_900
1,165,preliminary,예비의,900,4,Advanced_900
1,166,prerequisite,"필수조건, 필수적인",900,4,Advanced_900
1,167,probationer,"수습직원, 견습생",900,4,Advanced_900
1,168,sternly,"엄격하게, 단호하게",900,4,Advanced_900
2,1,attire,"복장, 옷차림새",650,1,Headword_650
2,2,code,"규범, 관례, 암호",650,1,Headword_650
2,3,concern,"우려, 걱정, 문제, 일
~을 걱정스럽게 하다, 영향을 미치다, 관련되다",650,1,Headword_650
2,4,policy,"규정, 보험 증권",650,1,Headword_650
2,5,comply,"준수하다, 따르다",650,1,Headword_650
2,6,regulation,규정,650,1,Headword_650
2,7,exception,예외,650,1,Headword_650
2,8,adhere,"지키다, 고수하다",650,1,Headword_650
2,9,severely,"엄격하게, 심하게",650,1,Headword_650
2,10,refrain,"자제하다, 삼가다",650,1,Headword_650
2,11,permission,"허락, 허가",650,1,Headword_650
2,12,access,"이용 권한, 접근, 통로, ~에 접근하다, 도달하다",650,1,Headword_650
2,13,thoroughly,"철저하게, 완전히, 대단히",650,1,Headword_650
2,14,revise,"(의견 및 계획을)수정하다, 변경하다",650,1,Headword_650
2,15,approach,"접근법, 처리 방법, 다가오다, 가까워지다",650,1,Headword_650
2,16,approval,"승인, 인가",650,1,Headword_650
2,17,form,"종류, 유형, 양식",650,1,Headword_650
2,18,immediately,"즉시, 곧",650,1,Headword_650
2,19,inspection,"점검, 검사",650,1,Headword_650
2,20,arrangement,"준비, 마련, 주선",650,1,Headword_650
2,21,procedure,절차,650,1,Headword_650
2,22,negative,"부정적인, 비판적인",650,1,Headword_650
2,23,mandate,"명령하다, 지시하다, 권한, 지시, 명령",650,1,Headword_650
2,24,effect,"(법률 등의)효력, 효과, 영향, 결과로서 ~을 가져오다",650,1,Headword_650
2,25,drastically,"심하게, 과감하게, 철저하게",650,1,Headword_650
2,26,according to,~에 따라,650,1,Headword_650
2,27,enable,(무엇을) 가능하게 하다,650,1,Headword_650
2,28,standard,"기준, 표준",650,1,Headword_650
2,29,constant,"지속적인, 끊임없이 계속하는",650,1,Headword_650
2,30,act,"법령, 행위, 행동,결정하다, 판결을 내리다, 행동하다",650,1,Headword_650
2,31,compensation,"보상금, 보상",650,1,Headword_650
2,32,ban,"금지, 금지하다",650,1,Headword_650
2,33,obligation,"의무, 책임",650,1,Headword_650
2,34,authorize,"~을 인가하다, 권한을 부여하다",650,1,Headword_650
2,35,prohibit,금지하다,650,1,Headword_650
2,36,abolish,(제도 및 법률 등을) 폐지하다,650,1,Headword_650
2,37,enforce,"(법률을) 시행하다, 집행하다",650,1,Headword_650
2,38,habit,"습관, 버릇",650,1,Headword_650
2,39,legislation,"법률, 법규",650,1,Headword_650
2,40,restrict,"한정하다, 제한하다",650,1,Headword_650
2,41,bend over,몸을 앞으로 숙이다,650,2,Basic_LCRC_650
2,42,by oneself,혼자 힘으로,650,2,Basic_LCRC_650
2,43,date,날짜,650,2,Basic_LCRC_650
2,44,get used to,~에 익숙해지다,650,2,Basic_LCRC_650
2,45,if it's okay with you,당신만 괜찮다면,650,2,Basic_LCRC_650
2,46,in case of,~의 경우에는,650,2,Basic_LCRC_650
2,47,in rows,"줄지어, 여러 줄로",650,2,Basic_LCRC_650
2,48,item,항목,650,2,Basic_LCRC_650
2,49,legal,"법률의, 합법적인",650,2,Basic_LCRC_650
2,50,let go,놓아주다,650,2,Basic_LCRC_650
2,51,ruler,자,650,2,Basic_LCRC_650
2,52,stop,멈추다,650,2,Basic_LCRC_650
2,53,busy,바쁜,650,2,Basic_LCRC_650
2,54,curriculum,교과 과정,650,2,Basic_LCRC_650
2,55,dress,"의복, 옷을 차려입다",650,2,Basic_LCRC_650
2,56,enough,"충분한, 필요한 만큼의 수 〮 양",650,2,Basic_LCRC_650
2,57,finish,"끝내다, 완료하다",650,2,Basic_LCRC_650
2,58,have a problem(in) -ing,-하는데 문제가 있다,650,2,Basic_LCRC_650
2,59,large,"큰, 넓은",650,2,Basic_LCRC_650
2,60,law firm,법률 회사,650,2,Basic_LCRC_650
2,61,loudly,시끄럽게,650,2,Basic_LCRC_650
2,62,plus,"~을 더한, ~을 더하여",650,2,Basic_LCRC_650
2,63,protect,보호하다,650,2,Basic_LCRC_650
2,64,seldom,"드물게, 좀처럼~않는",650,2,Basic_LCRC_650
2,65,theft,절도,650,2,Basic_LCRC_650
2,66,try,"시도하다, 노력하다",650,2,Basic_LCRC_650
2,67,witness,"목격자, 증인",650,2,Basic_LCRC_650
2,68,write,"글씨를 쓰다, 저술하다",650,2,Basic_LCRC_650
2,69,against the law,법에 위반되는,800,3,Intermediate_800
2,70,by all means,"반드시, 무슨 일이 있어도, 물론이지",800,3,Intermediate_800
2,71,by mistake,실수로,800,3,Intermediate_800
2,72,come to an end,끝나다,800,3,Intermediate_800
2,73,company regulations,회사 규정,800,3,Intermediate_800
2,74,give directions,"일을 지시하다, 방향을 알려주다",800,3,Intermediate_800
2,75,hold up,"견디다, 떠받치다",800,3,Intermediate_800
2,76,if I'm not mistaken,제 기억이 옳다면,800,3,Intermediate_800
2,77,in progress,진행 중인,800,3,Intermediate_800
2,78,keep in mind,명심하다,800,3,Intermediate_800
2,79,legal counsel,법률 상담,800,3,Intermediate_800
2,80,self-defense,"자기방어, 정당방위",800,3,Intermediate_800
2,81,suspect,"용의자, 의심하다",800,3,Intermediate_800
2,82,take one's advice,~의 충고를 따르다,800,3,Intermediate_800
2,83,to one's advantage,~에게 유리하게,800,3,Intermediate_800
2,84,under control,관리하에 있는,800,3,Intermediate_800
2,85,under the supervision of,~의 감독하에,800,3,Intermediate_800
2,86,abuse,"남용, 남용하다",800,3,Intermediate_800
2,87,alert,"경고하다, 주의하는",800,3,Intermediate_800
2,88,assessment,평가,800,3,Intermediate_800
2,89,at all times,"항상, 언제나",800,3,Intermediate_800
2,90,authorization,"권한 부여, 위임",800,3,Intermediate_800
2,91,concerning,~에 관하여,800,3,Intermediate_800
2,92,consideration,"고려, 숙고",800,3,Intermediate_800
2,93,defensive,방어적인,800,3,Intermediate_800
2,94,depiction,"묘사, 서술",800,3,Intermediate_800
2,95,disobedient,"반항하는, 거역하는",800,3,Intermediate_800
2,96,endure,"견디다, 참다",800,3,Intermediate_800
2,97,exemplary,"모범적인, 대표적인",800,3,Intermediate_800
2,98,ignore,무시하다,800,3,Intermediate_800
2,99,illegal,불법의,800,3,Intermediate_800
2,100,in accordance with,"~에 따라서, ~과 일치하여",800,3,Intermediate_800
2,101,indecisive,"결말이 안 난, 우유부단한",800,3,Intermediate_800
2,102,justly,"정당하게, 당연히",800,3,Intermediate_800
2,103,obey,복종하다,800,3,Intermediate_800
2,104,observance,준수,800,3,Intermediate_800
2,105,on-site,"현장의, 현지의, 현장에서, 현지에서",800,3,Intermediate_800
2,106,penalty,벌금,800,3,Intermediate_800
2,107,pointed,"(말·표현 등이) 예리한, 날카로운, 적절한",800,3,Intermediate_800
2,108,precious,귀중한,800,3,Intermediate_800
2,109,principle,"원리,원칙",800,3,Intermediate_800
2,110,punishment,"형벌, 처벌",800,3,Intermediate_800
2,111,regulate,"규제하다, 조절하다",800,3,Intermediate_800
2,112,restricted area,제한 구역,800,3,Intermediate_800
2,113,restriction,"제한, 한정",800,3,Intermediate_800
2,114,safety inspection,안전 점검,800,3,Intermediate_800
2,115,suppress,"억누르다, 금지하다",800,3,Intermediate_800
2,116,tensely,"긴장하여, 딱딱하게",800,3,Intermediate_800
2,117,unauthorized,인가받지 않은,800,3,Intermediate_800
2,118,with respect to,~에 관해서,800,3,Intermediate_800
2,119,accuse,"비난하다, 고소하다",800,3,Intermediate_800
2,120,assess,평가하다,800,3,Intermediate_800
2,121,attorney,변호사,800,3,Intermediate_800
2,122,be absent from,~에 결석하다,800,3,Intermediate_800
2,123,be allowed to do,~하도록 허락받다,800,3,Intermediate_800
2,124,by way of,"~의 방법으로, ~에 의해서",800,3,Intermediate_800
2,125,distrust,"의심하다, 불신",800,3,Intermediate_800
2,126,from this day onward,오늘부터,800,3,Intermediate_800
2,127,have permission to do,~할 허가를 받다,800,3,Intermediate_800
2,128,in a strict way(=strictly),엄격하게,800,3,Intermediate_800
2,129,make clear,분명히 하다,800,3,Intermediate_800
2,130,ministry,(정부의)부서,800,3,Intermediate_800
2,131,newly established,신설된,800,3,Intermediate_800
2,132,put into effect,~을 시행하다,800,3,Intermediate_800
2,133,registration confirmation,등록 확인,800,3,Intermediate_800
2,134,stand over,옆에서 지켜보다,800,3,Intermediate_800
2,135,warn,경고하다,800,3,Intermediate_800
2,136,without respect to,"~을 고려하지 않고, ~을 무시하고",800,3,Intermediate_800
2,137,commonplace,"평범한 일, 흔한 일, 평범한, 흔한",900,4,Advanced_900
2,138,protective smock,보호 작업복,900,4,Advanced_900
2,139,testimony,증언,900,4,Advanced_900
2,140,accordance,"일치, 조화",900,4,Advanced_900
2,141,crucial,중요한,900,4,Advanced_900
2,142,deviation,"일탈, 탈선",900,4,Advanced_900
2,143,effortlessly,힘들지 않게,900,4,Advanced_900
2,144,in observance of,~을 기념하여,900,4,Advanced_900
2,145,inadvertently,"무심코, 우연히",900,4,Advanced_900
2,146,judicial,"사법의, 재판의",900,4,Advanced_900
2,147,justification,정당한 이유,900,4,Advanced_900
2,148,keenly,"날카롭게, 예민하게",900,4,Advanced_900
2,149,lawsuit,"소송, 고소",900,4,Advanced_900
2,150,mundane,"일상적인, 재미없는",900,4,Advanced_900
2,151,off-limits,출입금지의,900,4,Advanced_900
2,152,ordinance,"법령, 명령",900,4,Advanced_900
2,153,pulled,"철회된, 철수한",900,4,Advanced_900
2,154,reprimand,"비난하다, 질책하다",900,4,Advanced_900
2,155,resolution,"결의(안), 결정, 해상도",900,4,Advanced_900
2,156,stiff,"뻣뻣한, 경직된",900,4,Advanced_900
2,157,substantiate,입증하다,900,4,Advanced_900
2,158,trespass,(남의 토지에) 침입하다,900,4,Advanced_900
2,159,violate,위반하다,900,4,Advanced_900
2,160,at the discretion of,~의 재량으로,900,4,Advanced_900
2,161,bound,"의무가 있는, 꼭~하게 되어 있는",900,4,Advanced_900
2,162,circumscribe,~을 제한하다,900,4,Advanced_900
2,163,enactment,"입법, 법령",900,4,Advanced_900
2,164,impeccable,결점 없는,900,4,Advanced_900
2,165,infringement,침해,900,4,Advanced_900
2,166,legitimate,"합법적인, 적법한",900,4,Advanced_900
2,167,petition,"진정서, 탄원서",900,4,Advanced_900
2,168,when it comes to,~에 관해서는,900,4,Advanced_900
3,1,accustomed,익숙한,650,1,Headword_650
3,2,corporation,"주식회사, 법인",650,1,Headword_650
3,3,demanding,"요구가 많은, 힘든",650,1,Headword_650
3,4,colleague,(직업상의) 동료,650,1,Headword_650
3,5,division,부서,650,1,Headword_650
3,6,request,"요청, 요청하다",650,1,Headword_650
3,7,efficiently,효율적으로,650,1,Headword_650
3,8,manage,"~을 경영하다, 가까스로 하다",650,1,Headword_650
3,9,submit,제출하다,650,1,Headword_650
3,10,directly,곧바로,650,1,Headword_650
3,11,remind,"~에게 상기시키다, 일깨우다",650,1,Headword_650
3,12,instruct,"지시하다, 가르치다",650,1,Headword_650
3,13,deadline,"마감일, 마감 시간",650,1,Headword_650
3,14,sample,"견본,샘플,표본,시식하다,(견본으로 질을) 시험하다",650,1,Headword_650
3,15,notify,"~에게 통지하다, 알리다",650,1,Headword_650
3,16,perform,"(일〮과제 〮의무 등을) 행하다, 실행하다",650,1,Headword_650
3,17,monitor,"화면, 모니터, 감독하다, 감시하다, 검토하다",650,1,Headword_650
3,18,deserve,"~할 만하다, ~할 가치가 있다",650,1,Headword_650
3,19,assignment,"일, 임무, 과제",650,1,Headword_650
3,20,entire,전체의,650,1,Headword_650
3,21,release,"발표하다, 공개하다, 출시, 발매",650,1,Headword_650
3,22,extension,"연장, 연기, (전화의) 내선",650,1,Headword_650
3,23,electronically,"컴퓨터 통신망으로, 컴퓨터로",650,1,Headword_650
3,24,attendance,"출근, 출석",650,1,Headword_650
3,25,absolutely,"절대적으로, 완전히",650,1,Headword_650
3,26,delegate,"(권한 등을) 위임하다, 대표",650,1,Headword_650
3,27,attentively,"주의 깊게, 조심스럽게",650,1,Headword_650
3,28,supervision,감독,650,1,Headword_650
3,29,workshop,"워크숍, 연수",650,1,Headword_650
3,30,draw,"끌다, 끌어당기다",650,1,Headword_650
3,31,revision,"수정, 개정",650,1,Headword_650
3,32,reluctantly,"마지못해, 꺼려하여",650,1,Headword_650
3,33,acquaint,"~에게 숙지시키다, 잘 알게 하다",650,1,Headword_650
3,34,convey,(용건을) 전달하다,650,1,Headword_650
3,35,check,"검사, 검사하다, 조사하다, 확인하다",650,1,Headword_650
3,36,headquarters,본부,650,1,Headword_650
3,37,file,"서류, (서류를) 정리하다, 철하다, 정식으로 제기하다",650,1,Headword_650
3,38,oversee,감독하다,650,1,Headword_650
3,39,involved,"관여하는, 관계된, 연루된",650,1,Headword_650
3,40,concentrate,"집중하다, 집중시키다",650,1,Headword_650
3,41,a sheet of,~한 장,650,2,Basic_LCRC_650
3,42,business card,명함,650,2,Basic_LCRC_650
3,43,cartridge,(프린트 등의) 잉크 카트리지,650,2,Basic_LCRC_650
3,44,daily,"매일의, 날마다, 매일",650,2,Basic_LCRC_650
3,45,edit,"편집하다, 수정하다",650,2,Basic_LCRC_650
3,46,hand,"손, 건네주다",650,2,Basic_LCRC_650
3,47,in order to do,~하기 위해서,650,2,Basic_LCRC_650
3,48,laptop,휴대용 컴퓨터,650,2,Basic_LCRC_650
3,49,name tag,"명찰, 명패",650,2,Basic_LCRC_650
3,50,on vacation,휴가 중인,650,2,Basic_LCRC_650
3,51,paper jam,(복사기에서의) 종이 걸림,650,2,Basic_LCRC_650
3,52,paperwork,문서 작업,650,2,Basic_LCRC_650
3,53,partition,"칸막이, 분할",650,2,Basic_LCRC_650
3,54,rush hour,(출퇴근 시의)교통 혼잡 시간,650,2,Basic_LCRC_650
3,55,section,"부분, 구역",650,2,Basic_LCRC_650
3,56,sheet,"시트, 종이",650,2,Basic_LCRC_650
3,57,tabletop,테이블 윗면,650,2,Basic_LCRC_650
3,58,telephone call,전화 통화,650,2,Basic_LCRC_650
3,59,trash bin,쓰레기통,650,2,Basic_LCRC_650
3,60,upstairs,"위층의, 위층으로, 위층에",650,2,Basic_LCRC_650
3,61,as if,마치 ~인 듯이,650,2,Basic_LCRC_650
3,62,as well as,"~에 더하여, 게다가",650,2,Basic_LCRC_650
3,63,be aware of,~을 알고 있다,650,2,Basic_LCRC_650
3,64,be known as,~으로 알려져 있다,650,2,Basic_LCRC_650
3,65,be likely to,~할 가능성이 있다,650,2,Basic_LCRC_650
3,66,detail,세부 사항,650,2,Basic_LCRC_650
3,67,offering,제공된 것,650,2,Basic_LCRC_650
3,68,on one's own,"혼자서, 혼자 힘으로",650,2,Basic_LCRC_650
3,69,adjust the mirror,거울을 똑바로 맞추다,800,3,Intermediate_800
3,70,advance reservation,사전 예약,800,3,Intermediate_800
3,71,arrange an appointment,약속을 잡다,800,3,Intermediate_800
3,72,bulletin board,게시판,800,3,Intermediate_800
3,73,call back,회신 전화하다,800,3,Intermediate_800
3,74,confused,"혼란스러운, 당황한",800,3,Intermediate_800
3,75,errand,심부름,800,3,Intermediate_800
3,76,extend an invitation,초대하다,800,3,Intermediate_800
3,77,get a permit,허가를 받다,800,3,Intermediate_800
3,78,hand in,제출하다,800,3,Intermediate_800
3,79,have a day off,하루 쉬다,800,3,Intermediate_800
3,80,have a long day,힘든 하루를 보내다,800,3,Intermediate_800
3,81,head up,"이끌다, 책임지다",800,3,Intermediate_800
3,82,in a hurry,"서둘러, 급히",800,3,Intermediate_800
3,83,in alphabetical order,알파벳 순으로,800,3,Intermediate_800
3,84,in luck,운이 좋은,800,3,Intermediate_800
3,85,leave A up to B,A를 B에게 맡기다,800,3,Intermediate_800
3,86,leave A with B,A를 B에게 맡기다,800,3,Intermediate_800
3,87,listing,목록,800,3,Intermediate_800
3,88,make a call,전화를 걸다,800,3,Intermediate_800
3,89,make a correction,"정정하다, 수정하다",800,3,Intermediate_800
3,90,make a final change,최종 수정을 하다,800,3,Intermediate_800
3,91,make a note of,~을 적어두다,800,3,Intermediate_800
3,92,make an impression,"인상을 주다, 감동시키다",800,3,Intermediate_800
3,93,move ahead with,~을 순조롭게 진행시키다,800,3,Intermediate_800
3,94,on a business trip,출장 중인,800,3,Intermediate_800
3,95,on a weekly basis,주 단위로,800,3,Intermediate_800
3,96,on business,업무자,800,3,Intermediate_800
3,97,on duty,근무 중인,800,3,Intermediate_800
3,98,pick up the phone,전화를 받다,800,3,Intermediate_800
3,99,scrub,문질러 씻다,800,3,Intermediate_800
3,100,seal,"인장, 봉합, 밀봉하다",800,3,Intermediate_800
3,101,speak into the microphone,마이크에 대고 말하다,800,3,Intermediate_800
3,102,speak on the phone,통화하다,800,3,Intermediate_800
3,103,stand in a line,줄을 서 있다,800,3,Intermediate_800
3,104,take a message,메시지를 남겨주다,800,3,Intermediate_800
3,105,take apart,"분해하다, 해체하다",800,3,Intermediate_800
3,106,utility provider,공공 설비 공급자,800,3,Intermediate_800
3,107,acquired,획득한,800,3,Intermediate_800
3,108,adapt,적응하다,800,3,Intermediate_800
3,109,administer,관리하다,800,3,Intermediate_800
3,110,clerical,"사무원의, 서기의",800,3,Intermediate_800
3,111,conclusive,"결정적인, 단호한",800,3,Intermediate_800
3,112,delete,삭제하다,800,3,Intermediate_800
3,113,editorial,"편집자의, 사설의",800,3,Intermediate_800
3,114,endless,"끝이 없는, 영원히 계속하는",800,3,Intermediate_800
3,115,furthermore,"더욱이, 게다가",800,3,Intermediate_800
3,116,in one's absence,~의 부재시에,800,3,Intermediate_800
3,117,on purpose,"고의로, 일부러",800,3,Intermediate_800
3,118,overseas,"해외의, 해외로",800,3,Intermediate_800
3,119,perceive,"지각하다, 인지하다",800,3,Intermediate_800
3,120,reminder,생각나게 하는 것,800,3,Intermediate_800
3,121,roughly,"대략, 거의",800,3,Intermediate_800
3,122,strive,분투하다,800,3,Intermediate_800
3,123,translate,"번역하다, 통역하다",800,3,Intermediate_800
3,124,boardroom,회의실,800,3,Intermediate_800
3,125,in person,"몸소, 직접",800,3,Intermediate_800
